account,name,part_number,manufacturer,description,list_price,list_price_unit,is_taxable,is_package
1,CAT 140G Block AWD Hydraulic Kit,0365-9561,Trimble,"ORS, LS",0,,1,0
1,CAT 320D ARO Stick Sensor Cable,177-3942,Trimble,,175,,1,0
1,Cat Accugrade PM400 Power Module,75331,Trimble,,556.5,,1,0
1,CAT ARO Dual Mast Hex Install,84706-13K,Trimble,,0,,1,0
1,CAT C & D FOPS Base Kit v.2.1,74110-611,Trimble,GSM,0,,1,0
1,CAT Challenger 65-95 Hyd. Hose Kit,56529,Trimble,,486.5,,1,0
1,CAT Challenger Platform Kit,AG-54035-11,Trimble,65-95 E Series,2096.5,,1,0
1,Cat D3-5K Non ARO Trimble Ready Kit,74100-52,,,2559.38,,1,0
1,Cat D3-5K Non ARO Trimble Ready Kit,74100-62,Trimble,,2667,,1,0
1,Cat D3-D4C Hydraulic Kit,0793-2310,Trimble,,1946.75,,1,0
1,"CAT D3,4,5C L/T Hydraulic Kit",0793-2740,Trimble,Lift and Tilt Proportional,3181.75,,1,0
1,CAT D3G-5G Hydraulic Kit,0793-6800,Trimble,Prop.,0,,1,0
1,"CAT D3G,4G,5G  L/T Hydraulic Kit",0793-6850,Trimble,,3181.75,,1,0
1,CAT D4H/D5H Hydraulic Kit,0793-5630,Trimble,Dual Prop.,3636.75,,1,0
1,CAT D5M-D6M L/T Hydraulic Kit,0793-3900,Trimble,,3636.75,,1,0
1,CAT D5N Hydraulic Kit,0793-7450,Trimble,,3311.75,,1,0
1,CAT D5N Pilot Hydraulic Kit,0792-8230,Trimble,,2596.75,,1,0
1,CAT D6H Dual Prop Hyd. Kit,0793-5530,Trimble,,3831.75,,1,0
1,CAT D6K ARO Base Kit v.1.51,74100-23,Trimble,,726,,1,0
1,CAT D6N Hydraulic Kit (Old Style),0793-7400,Trimble,Lift & Tilt,3376.75,,1,0
1,CAT D6N Pilot Hydraulic Kit,0792-8200,Trimble,,2596.75,,1,0
1,CAT D6R (Clutch Steer) Hyd. Kit,0793-8160,Trimble,,3916.5,,1,0
1,CAT D6R Hydraulic Kit,0793-5710,Trimble,Dual Prop.,3636.75,,1,0
1,CAT D6RII Pilot Hydraulic Kit,0794-2880,Trimble,,3116.75,,1,0
1,CAT D6RIII Pilot Hydraulic Kit,0794-3720,Trimble,,2637.25,,1,0
1,CAT D6T T4I ARO Base Kit v.1.51,74100-091,Trimble,,1650,,1,0
1,CAT D7E (GCR) GCS Base Kit,74100-55,Trimble,,2450,,1,0
1,CAT D7E T4I ARO Base Kit v.1.51,74100-08,Trimble,,1497,,1,0
1,CAT D7R S1 Hydraulic Kit,0793-8100,Trimble,Diff. Steer,3636.75,,1,0
1,CAT D7RII L/T Pilot Hydraulic Kit,0794-3860,Trimble,Series II,2637.25,,1,0
1,CAT D8R Lift & Tilt Hydraulic Kit,0792-7600,Trimble,,5525,,1,0
1,CAT D8T-D10T ARO Base Kit v.1.51,74100-171,Trimble,,830.4,,1,0
1,CAT D9R Hydraulic Kit,0792-7870,Trimble,,6175,,1,0
1,CAT G Dual Hydraulic Kit,0793-8200,Trimble,,3636.75,,1,0
1,CAT G MG Hydrualic Kit (ORS),0365-9521,Trimble,,2596.75,,1,0
1,CAT G Single Hydraulic Kit,0793-8210,Trimble,,2596.75,,1,0
1,CAT H - GCS TR MG Base Kit,74105-04,Trimble,,1228.5,,1,0
1,CAT H Auto Side Shift Hydraulic Kit,0794-1060,Trimble,,2065,,1,0
1,CAT H GCS900 Single Antenna Install,59705-31,Trimble,Version 10,9420,,1,0
1,CAT H GCS900 V.10  M/G Install Kit,59705-30,Trimble,,7630,,1,0
1,CAT H Hydraulic Kit,0365-9851,Trimble,,2596.75,,1,0
1,Cat H Left Side Valve/Manifold Assy,PSVH-L,Trimble,,1095,,1,0
1,CAT H Right Side Prop. Valve,PSVH-R,Trimble,,1095,,1,0
1,Cat K/M Series CB450/460 Adapter,82841-00,Trimble,,56,,1,0
1,Cat M Auto Side Shift Switch,75577,Trimble,,140,,1,0
1,CAT M Grader Control Switch Kit,0794-8640,Trimble,Contains two switches.,1110,,1,0
1,CAT M2 GCS Base Kit v.1.51,74105-55,Trimble,,2682,,1,0
1,Cat MS980,244-1717,CAT,,0,,1,0
1,CAT MS9XX Coil Cable,311-4862,Trimble,,385,,1,0
1,CAT Non-ARO D6T Pilot Hyd. Kit,0794-5880,Trimble,,3116.75,,1,0
1,CAT SNR920 Machine Radio 900Mhz,97001-60,Trimble,,0,,1,0
1,CAT SNR920 Radio 2.4Ghz & 900Mhz,97001-60-24,Trimble,,0,,1,0
1,"CAT, Mill/Cold Pl. , PM200 Base Kit",74145-10,Trimble,,4077.5,,1,0
1,CATG Auto Side Shift Hydraulic Kit,0794-1090,Trimble,,1917.5,,1,0
1,CB Ram Ball Kit,58440-10K,Trimble,,0,,1,0
1,CB SW Reinstatement Ext. Warranty,EWHCC-CB-SW-RNST,Trimble,"CB20, CB25, CB30, CB300, CB430, CB440, CB450, CB460 control boxes",0,,1,0
1,CB25 Prop. Control Box w/o Display,CB25,Trimble,,897,,1,0
1,CB30 Dual Prop. Control Box,CB30,Trimble,,2096.5,,1,0
1,CB420 to 39 Pin Adapter,0794-4690,Trimble,,385,,1,0
1,CB430 (3D) Control Box w/LB400(3),59700-30,Trimble,,12950,,1,0
1,CB430 (3D) Control Box w/LB400(3),59700-30K,Trimble,,0,,1,0
1,CB430 2D Control Box with (3)LB400,69710-30,Trimble,,6825,,1,0
1,CB430 2D Control Box with (3)LB400,69710-30K,Trimble,,0,,1,0
1,CB430 2D Panel,50270-15,Trimble,,6475,,1,0
1,CB430 Standalone Display,50270-05,Trimble,Version 11,11193,,1,0
1,CB430 w/Dual ST400 Cab Kit,66520-13,Trimble,,9677.5,,1,0
1,CB430 w/Dual ST400 Cab Kit,66520-13K,Trimble,,0,,1,0
1,CB440 Single Paver Display,65440-10,Trimble,,2041,,1,0
1,CB450 Trimble Control Box,90450-00,Trimble,,1400,,1,0
1,CB450 w/2D Automatics Option,90450-00-2DAUTO,Trimble,,0,,1,0
1,CB450 w/2D Automatics Option,90450-50-2DAUTO,Trimble,,0,,1,0
1,CB450/CB460 Case,82228,Trimble,,154,,1,0
1,CB460 w/3D Automatics Option,90460-00-3DAUTO,Trimble,,0,,1,0
1,CB460 w/3D Indicate Option,90460-00-3DIND,Trimble,,0,,1,0
1,CB460 w/GCS Software,90460-00,Trimble,,4725,,1,0
1,CB4X0 Mounting Kit-Ram Arm & Ball,58440-10,Trimble,Does not include post.,420,,1,0
1,CB5X Auto/Manaul Toggle Switch Cabl,ATI011012-15,Trimble,,224.25,,1,0
1,CB60 Control Box,CB60,Trimble,,1296.75,,1,0
1,CCS Flex CM310 Add-On,74708-77,Trimble,,3600,,1,0
1,CCS Flex Compactor CB450/MS972,74708-76,Trimble,,7197,,1,0
1,CCS Flex Dual IS310 Add-On,74708-79,Trimble,,3897,,1,0
1,CD550A CAT Display,250-2168,CAT,,0,,1,0
1,Cell Phone Holder for GPS Rover,8143-20-FLY,Seco,,37.46,,1,0
1,"Centering Plate, 8"" (DG711/DG511)",1238,Trimble,,74.75,,1,0
1,CFX/FMX to Can Cable Assembly,AG-75407,Trimble,,101.5,,1,0
1,CGC CAT M/M2 ACG Base Kit v.1.51,74105-161,Trimble,GSM,1019.4,,1,0
1,Challenger MT600B Series Kit,AG-55045-50,Trimble,,1170,,1,0
1,Challenger Platform Kit,54035-45,Trimble,,2096.5,,1,0
1,Champion C Hydraulic Kit,0365-9251,Trimble,,2596.75,,1,0
1,Charger - 18 Ah battery,44111-00,Trimble,,268.6,,1,0
1,"Charger 110V(1452, 1452XL, & HV201)",Q100227,Trimble,,27.95,,1,0
1,Charger 12VDC For LB-1/LB-2,727471,Leica,,21.45,,1,0
1,Charger 12VDC For LB-10/LB-100,727476,Leica,,21.45,,1,0
1,"Charger 12VDC For LB9, LB400, LB900",727473,Leica,,22.75,,1,0
1,"Charger 220V, NiMH (Model 6700)",725857,Leica,,32.5,,1,0
1,Charger for New Style Recon Batt.,67101-02,TDS,,42.5,,1,0
1,"Charger NiMH/NiCad (GL700, LL600)",1445-2092,Trimble,,78,,1,0
1,Charging adapter for Powerstick,571126301,Trimble,,0,,1,0
1,Charging adapter for Powerstick,572126301,Trimble,,37.5,,1,0
1,Charging Cable for Dini 12/22,571208067,Trimble,,15.2,,1,0
1,Charging Cable for Robot Batteries,572208020,Trimble,,27.2,,1,0
1,Cigarette Lighter to Hirose Cable,572202328,Trimble,,51,,1,0
1,CL185 Battery Upgrade Kit,11-0450,AGL,,110.5,,1,0
1,CL185 Cone Laser Package,11-0353,AGL,"Package Includes: CL185 Cone Laser, SR200 Laser Receiver, Nicad Battery Pack, Charger, & Case",1946.75,,1,0
1,CL250 Cone Laser Package,11-0443,AGL,"Package Includes: CL250 Cone Laser, SR200 Laser Receiver, Nicad Battery Pack, Charger, & Case",1946.75,,1,0
1,Clamp For HR200,1271-1,Trimble,,19.5,,1,0
1,Clamp For HR300,C55,Trimble,,13,,1,0
1,Clamp For HR400/500/CR600,C50,Trimble,,19.5,,1,0
1,Class 2 ANSI Lime Breakaway Vest,TCLUXSSBRPCY,SPI,,22.5,,1,0
1,Class 2 Cool Mesh Safety Vest - 2XL,8292-58-FOR,Seco,,13.17,,1,0
1,Class 2 Safety Vest,8272-50-FOR,Seco,,36.71,,1,0
1,"Class 2, ANSI2004 Survey Vest",8069-50-FLY,Seco,,47.82,,1,0
1,Class 3 Cool Mesh Safety Vest,8374-50-FLY,Seco,,82.46,,1,0
1,Claw Series Pole Clamp w/20min vial,5200-152,Seco,,53.37,,1,0
1,Claw Series Pole Clamp w/8min vial,5200-153,Seco,,54.57,,1,0
1,Clear Spray Paint,20-631,Seymour,,23.88,,1,0
1,CM Spindle,02-08122-4,,,6.74,,1,0
1,CM310 Compaction Sensor Add On,59707-60,Trimble,,4200,,1,0
1,Coiled Hirose 12pin to DB9 Cable,53009012,Trimble,,63.75,,1,0
1,Coiled PCS Sensor Cable,68182,Trimble,,315,,1,0
1,Column Clamp,1061,Trimble,,172.25,,1,0
1,Column Clamp,4852-15,Seco,,162.77,,1,0
1,Combo GLN/L5/GAL/COMP SPS Option,IS51951-80,Trimble,,1500,,1,0
1,"Comet Omni 2.4Ghz, 7.4dBi",KTL-Omni 7,,,90,,1,0
1,Compact Flash Card 64MB,46550-00,Trimble,,101.524,,1,0
1,Compact Flash Card Adapter,38364,Trimble,,26.25,,1,0
1,Compactor Cab Mount Install Kit,74708-02,Trimble,,696,,1,0
1,Complete Kit,#Base & Rover Kit,Trimble,,0,,1,0
1,Complete Kit,Base & Rover Kit,Trimble,,0,,1,0
1,Control Box Extended Warranty,EWHH-CB,Trimble,"Products: CB20, CB25, CB30, CB430, CB450 and CB460",560,,1,0
1,Control Box RAM Mount Assembly,58055-10,Trimble,Ram Arm Only (no ball),154,,1,0
1,Control Box w/Tandem Functionality,AG-CB415-6,Trimble,,2271.75,,1,0
1,Conventional MC Extended Warranty,EWMC2D,,,1155,,1,0
1,Cordless Trimble Cursor for Rollup,0320-1120,GTCO,,196,,1,0
1,Counterbalance Valve Assembly,0720-4400,Trimble,,212.1,,1,0
1,Covert Tri-Band GPS & Cell Antenna,68320-00,Trimble,For GPRS (AT & T),44,,1,0
1,CR 13' Grade Rod Tenths,92021,Crain,,39.96,,1,0
1,CR 16' Grade Rod Tenths,92041,Crain,,75.57,,1,0
1,CR600 Receiver,CR600,Trimble,"Includes: CR600, C50 Clamp, C51 Mag Moung, Manual",321.75,,1,0
1,CR910 +2.4GHz Machine Radio,83129-10-24,Trimble,,0,,1,0
1,Crain 5/8 x 11 Prism Adapter,91258,Crain,,9.44,,1,0
1,Cross Slope Add on Kit,74105-95,Trimble,Includes: AS400 (2) & RS400,3150,,1,0
1,Cross Slope Add on Kit,74105-95K,Trimble,,0,,1,0
1,Crosscheck Environmental Case-BLK,60677,Trimble,,72,,1,0
1,CrossCheck GPRS AT&T,52720-21,Trimble,,521.25,,1,0
1,"Crosscheck Lite Basic Alerts, 12 Mo",CCLITE-SVC,Trimble,,0,,1,0
1,Crosscheck Lite w/AT&T SIM,83050-20,Trimble,Includes: Covert Antenna & Power I/O Cable,396,,1,0
1,Crosscheck Power and I/O Cable,66598-00,Trimble,,42.4,,1,0
1,CrossCheck w/AT&T SIM & Covert Ant.,83050-00,Trimble,,556,,1,0
1,CST 100M Tape in Meters,74-Y100M,CST,,36,,1,0
1,CST 30M Fiberglass Reel Tape,74-Y30M,CST,,12,,1,0
1,CST Aluminum Wingnut Tripod,60-ALW20,CST,,90.94,,1,0
1,CST Hand Level w/1X Stadia,17-600EE,CST,,36.95,,1,0
1,CST Heavy Duty Tall Tripod,60-ALW30,CST,,172.25,,1,0
1,CST Machine Control Tripod,60-MTC,CST,,386.75,,1,0
1,"CST Mag Nail 1 1/2"" x 1/4""",20-754I,CST,Box,8.75,,1,0
1,CST Mag Nail 2-1/2 X 1/4,20-756I,CST,,12.15,,1,0
1,CST Mag Nails 1-1/4x3/16,20-753I,CST,,6.97,,1,0
1,CST Mag Nails 1x5/32,20-752I,CST,,4.4,,1,0
1,CST Mag Nails 2x1/4,20-755I,CST,,9.95,,1,0
1,CST Mini Prism Pole System,65-1700,CST,,149.4,,1,0
1,CST Nyclad Steel Tape in Tenths,81-20010B,CST,,0,,1,0
1,CST Peanut Pack Prism,65-1500,CST,,79.5,,1,0
1,CST Precise Large Double Rt Prism,66-911,CST,Includes Leather Case,42.75,,1,0
1,CST Rotating Tribrach Adapter,61-2521,CST,,39.5,,1,0
1,CU - Trimble CU w/SCS900,C5001,Trimble,,3093.3,,1,0
1,CU Software Upgrade SC,50620-00,Trimble,,700,,1,0
1,CU Software Upgrade SC,50620-71,Trimble,,0,,1,0
1,CU SW Reinstatement Ext. Warranty,EWHCC-CU-SW-RNST,Trimble,TCA1 Controller  Trimble CU Controller (Model 3)  TSC2 Controller  TSC3 Controller,0,,1,0
1,CX 3D Laser Scanning Package,TCX-TA-BC,Trimble,"Includes: Trimble Rugged Tablet w/Trimble Access Software, Trimax Tripod, Case of 10 Type 2 Spheres, and Trimble Power Pack",0,,1,0
1,D3-D5K Series I Display Hardware,255-4260,CAT,Must also purchase 314-3024,596.78,,1,0
1,D3-D5K Series I Display Mt. Plate,314-3024,CAT,,23.39,,1,0
1,D3-D5K Series I Joystick Handle,266-7632,CAT,,340.1,,1,0
1,D3-D5K Series II Display Mount,343-3530,Trimble,,588.95,,1,0
1,D3-D5K Series II Joystick Handle,352-7872,CAT,,0,,1,0
1,D6N ARO Control Group,318-1473,CAT,,681.91,,1,0
1,D6N Display Cable w/Data Radio Con.,97454,Trimble,,315,,1,0
1,D6T T4I ARO Display Cable,89964,Trimble,,292.5,,1,0
1,"Danfoss Series 4 Coil, 12V/24V Prop",1803-0269,Trimble,,688.35,,1,0
1,Data Collector Tripod Bracket,RGR-BRACKET,Trimble,,52.5,,1,0
1,Data Max TSC2 ATV Bracket - Dash Mt,91861,Crain,,75,,1,0
1,Data/Power Cable 12ft.,36669,Trimble,12-pin CX(F) to bare leads/DB9(F),70,,1,0
1,Data/Power Cable MS860,39839-06,Trimble,,336.6,,1,0
1,"DB26 to DB9,Ethernet, & Power Adt.",57168,Trimble,,37.5,,1,0
1,DB26 to USB/Ethernet/Power Adapter,57167,Trimble,,35,,1,0
1,DB9 to DB9 Serial Cable,18532,Trimble,,31.5,,1,0
1,DB9 to Dual Hirose Adapter,572202204,Trimble,,51,,1,0
1,DC Holder System for Geo XH,5199-08,Trimble,,113.97,,1,0
1,DC Power Inserter for AR24027,KTL-DC1,,,80,,1,0
1,DCM-300 AG Modem w/FMX Cable,83600-10,Trimble,AT&T USA SIM,1326.5,,1,0
1,Depth Display System 300-1,DDS300-1,Trimble,,4057.1,,1,0
1,"DG511 Pipe Laser w/RC501, Alkaline",DG511-7,Trimble,,3094,,1,0
1,DG511 w/RC501,DG511,Trimble,,3246.75,,1,0
1,DG511 w/Vertical Pole Assy,DG511-5,Trimble,,3503.5,,1,0
1,DG711 w/RC502,DG711,Trimble,,3636.75,,1,0
1,DG711 w/Vertical Pole Assy.,DG711-5,Trimble,"Includes: NIMH Battery Pack, Alk. Battery Pack, Small Adj. Target w/Large Insert, Trivet w/Pole Assy, & Charger",3893.5,,1,0
1,DG711/511 Cigarette Lighter Charger,P22,Trimble,,113.75,,1,0
1,DG711/DG511  Battery Charger,1281-8220,Trimble,,48.75,,1,0
1,Diamond Laser Charger,1-16489,AGL,,0,,1,0
1,DigiRoller Plus II,6425,Calc Ind,,0,,1,0
1,Dini (0.3) Instrument,78030017,Trimble,,0,,1,0
1,Dini (0.7) Instrument,78070017,Trimble,,3296.25,,1,0
1,DINI Battery - NIHM 6V 1.3 Ah,7.02E+12,Trimble,,52.5,,1,0
1,Dini Single Charger Kit,7.08E+12,Trimble,,0,,1,0
1,Direct Connect Case STX Series,AG-0797-0310,Trimble,,1280.5,,1,0
1,Direct Elevation Rod Bag,8166-01-ORG,Seco,,29.21,,1,0
1,Direct Reading Laser Rods 10ft.,GR1000,LaserLine,,116.55,,1,0
1,Direct Reading Optical Rod 10ft.,GR10T,LaserLine,,126.72,,1,0
1,Dispatch Monthly Service Plan,CCDSP-SVC,Trimble,,0,,1,0
1,Display GPS BladePro 3D,0367-2000,Trimble,,14823.2,,1,0
1,Dixon Permanent Markers,813471,Sokkia,,10.77,,1,0
1,Docking Station for TCU,58252019,Trimble,,153.3,,1,0
1,Dozer 10pin to 10soc  Coil Cable,0793-3350,Trimble,,189,,1,0
1,Dozer AS400 Mainfall Add On Kit,59704-26,Trimble,,1155,,1,0
1,Dozer AS400 Slope Sensor Add On,59704-10,Trimble,,1190,,1,0
1,Dozer Rotation Sensor CAT Add On,59704-28,Trimble,,1050,,1,0
1,DR400 DigiRod Laserometer,DR400,Trimble,,473.85,,1,0
1,Dresser 800 Hydraulic Kit,0365-8781,Trimble,,2596.75,,1,0
1,DSM132 Dome Antenna,33580-00,Trimble,,1048.25,,1,0
1,DTM-332 Nikon Total Station,HQA460UU,Nikon,"Includes: DTM-332 Main Unit, Clip-on Ni-MH Battery BC-65, Tribrach W20, Carrying Case, Universal Charger.",4221.75,,1,0
1,DTM-332 Total Station w/LM80,CGCO-DTM332K,Nikon,,0,,1,0
1,DTM-522 Total Station,HQA425UU,Nikon,,5946.5,,1,0
1,"DTM-652 1"" Total Station",HQA660UU,Nikon,,9096.5,,1,0
1,DTM332 Pkg w/LM80,CGCO-DTM332,Trimble,"Includes: DTM332, BC-65 Battery, Q-75U Charger, LM80, Data Cable",5713.5,,1,0
1,DTM332 Total Station,DTM332,Trimble,"Includes: DTM332, BC-65 Battery, Q-75U Charger",4221.75,,1,0
1,DTM352 Pkg w/LM80,CGCO-DTM352,Nikon,"Includes: DTM352, BC-65 Battery, Q-75U Charger, LM80, Data Cable",6363.5,,1,0
1,DTM352 Total Station,DTM352,Trimble,"Includes: DTM352, BC-65 Battery, Q-75U Charger",4871.75,,1,0
1,Dual Accugrade MS992 Kit- GPS Only,69601-32,Trimble,,0,,1,0
1,Dual Accugrade MS992 Receiver Kit,69601-32-OCI,Trimble,,0,,1,0
1,Dual Clamp Trimax Tripod,90553-TR-HH,Trimble,w/Trimble Logo,298.9,,1,0
1,Dual Control Box For GCS400,CB420,Trimble,,2271.75,,1,0
1,Dual Danfoss Valve Cable,2114-2137,Trimble,,130,,1,0
1,Dual DB9 to DB26 Data/Power Cable,57169-10,Trimble,,209.3,,1,0
1,Dual GCR Junction Box,0793-6400,Trimble,,479.05,,1,0
1,Dual GPS System Extended Warranty,EWMC3D-2GPS,Trimble,,2030,,1,0
1,Dual Grade Laser w/HL700,GL422,Trimble,,1556.75,,1,0
1,Dual MS992 Kit,59701-42K,Trimble,,0,,1,0
1,Dual MS992 Receiver Kit,59701-42,Trimble,,17780,,1,0
1,Dual Slope Grade Laser,AG-GL760,Trimble,,3000,,1,0
1,Dual Slot Battery Charger,53018010-HH,Trimble,,346.5,,1,0
1,Dual Sonic TR Install Kit,74705-24,Trimble,,1260,,1,0
1,Dual SPSX5X Mounting Bracket,56830-00,Trimble,,59.5,,1,0
1,Dual Upgrade Kit for Electric Masts,AG-0797-0350,Trimble,,604.5,,1,0
1,Dual Valve Cable w/Load Sense,2114-2138,Trimble,,130,,1,0
1,Dutch Hill Tripod,GT-2000,Dutch Hill,,177,,1,0
1,E10X10K Lg. Size Field Book,E10X10K,Elan,,5.26,,1,0
1,E64-8X4 Student/Economy Edition,E64-8X4S,Elan,,1.8,,1,0
1,Eclispe 62mm Single Prism Assy.,6400-00,Seco,,134.21,,1,0
1,Electric Mast,AG-EM21,Trimble,,1686.75,,1,0
1,Electric Mast - GCS400,EM400,Trimble,,1740,,1,0
1,Electric Masts Extended Warranty,EWEM,,,259,,1,0
1,"EM400, 4"" Mast w/LR410",AG-EM400-401,Trimble,,2050,,1,0
1,"EM400, 4"" Mast w/LR410",AG-EM400-401K,Trimble,,0,,1,0
1,Endplate For FM,LEVEP4,,32x48,0,,1,0
1,Endplate For GM/CM,LEVEP2,,,0,,1,0
1,Endplate For GMPro/SMPro,LEVEP1,,,0,,1,0
1,Endplate For SuperGM/SM,LEVEP3,,,0,,1,0
1,"Estwing 4lb Sledge w/ 14"" Handle",813060,,,27.19,,1,0
1,Estwing Claw Hammer,813065,Sokkia,,21.67,,1,0
1,Excavator AS310 Y Cable,58479-40,Trimble,,224.25,,1,0
1,Excavator Cable 6 pin Armored 1.5m,0793-8020-15,Trimble,,245,,1,0
1,Excavator MS980 Cable,54441-46,Trimble,,276.5,,1,0
1,Excavator Stick Sensor Cable,0792-4410-190,Trimble,,203,,1,0
1,"Excavator T-Cable, Type A",46736-90,Trimble,,150,,1,0
1,Existing SC to SCS900 Upgrade,50798-00,Trimble,,700,,1,0
1,Ext. Radio Antenna Kit 430-450Mhz,56500-64,Trimble,,0,,1,0
1,Ext. Warranty - 3D Op. Interface,EW3DOIB,Trimble,,700,,1,0
1,Extended FW Warranty for NETRS,EWNETRS-FW-YR,Trimble,,280,,1,0
1,Extended Warranty for DSM232,EWDSM232,Trimble,,294,,1,0
1,Extended Warranty for SPS851,EWSPS851,Trimble,,553,,1,0
1,Extended Warranty for SPS881,EWSPS881,Trimble,,644,,1,0
1,Extended Warranty for TCU SC,EWTCU-SC,Trimble,,406,,1,0
1,Extended Warranty for TSC2,EWTSC2,Trimble,,350,,1,0
1,Extended Warranty GX Standard,EWGXSTD,Trimble,1 year extended warranty,4340,,1,0
1,Extended Warranty RW Adv & Modeler,EWRWADVMOD,Trimble,,937.5,,1,0
1,Extended Warranty RW Survey Adv.,EWRWADV,Trimble,,700,,1,0
1,Extended Warranty RW Survey Std.,EWRWSTD,Trimble,,210,,1,0
1,Extended Warranty S6 Robotic TS,EWS6R,Trimble,,924,,1,0
1,Extended Warranty SPS882,EWSPS882,Trimble,,693,,1,0
1,Extended Warranty SPS882 FW Only,EWSPS882-FW-YR,Trimble,,280,,1,0
1,Extended Warranty SPSX50 Receiver,EWSPSX50,Trimble,,721,,1,0
1,Extended Warranty Survey GPS Unit,EWLS-GPS,Trimble,,689.5,,1,0
1,Extended Warranty TSC2,EWTSC2-SC,Trimble,,406,,1,0
1,Extended Warranty TSC2 w/SCS900,EWTSC2-SCS900,Trimble,,406,,1,0
1,Extended Warranty TSC2 w/SP,EWTSC2-SP,Trimble,,406,,1,0
1,Extended Warranty Zephyr Antenna,EWZEP,Trimble,,245,,1,0
1,External 6Ah Cowbell Battery,32364-00,Trimble,,268.6,,1,0
1,External Power Cable (DG511.711),P21,Trimble,,61.75,,1,0
1,External Radio HW Extended Warranty,EWHH-RADIO,Trimble,"Products: SNB910, SNM910, TrimMark3, HPB450, TDL450, and SNM940",234.5,,1,0
1,External TrimTrac GPS Antenna,83016-00,Trimble,,40,,1,0
1,Extra Large Tripod Bag,8154-11-ST,Trimble,,37.17,,1,0
1,Extra Long Stake Bag,8092-00-FLY,Seco,,25.98,,1,0
1,"Extra Tall Lath Bag, 48""",8101-00-FLY,Seco,,24.17,,1,0
1,EZ Guide 500 Interface Cable,62749,Trimble,,66.5,,1,0
1,"EZ Guide 500 System, RTK, Z",66000-05,,,6296.5,,1,0
1,Ez Guide Light Bar,52001-00,Trimble,,1816.5,,1,0
1,EZ Guide Plus,52000-00-ENG,Trimble,,1956.5,,1,0
1,EZ Guide Plus Kit,52000-00-ENGK,Trimble,,0,,1,0
1,EZ Guide Plus w/ GPS Reciever,52000-00-ROW,Trimble,"Includes: English, Spanish, Portuguese, French languages in software",2026.5,,1,0
1,EZ Office Software w/Support,65015-07,Trimble,,552.5,,1,0
1,EZ Steer Bracket - Challenger,53059-30,Trimble,,150.5,,1,0
1,EZ Steer System w/ T2 Terrain Comp.,62000-10,Trimble,,2446.5,,1,0
1,EZ Steer to FMX Display,75742,Trimble,,157.5,,1,0
1,EZ Steer w/T2 Technology,62000-50,Trimble,,2271.5,,1,0
1,EZ-Boom 2010,72000-02,,,1326.5,,1,0
1,Ez-Guide 250 AG15 Antenna Upgrade,92010-00,Trimble,,279.3,,1,0
1,EZ-Guide 500 w/AG15 Antenna,66000-00,,,2096.5,,1,0
1,EZ-Steer 500 w/T2 Terrain Tech.,62000-30,,,2446.5,,1,0
1,EzGuide 500 Remote Control Kit,AG-66030-00,Trimble,,136.5,,1,0
1,EzGuide 500 System XP/HP Z Trimble,66000-02,Trimble,,3496.5,,1,0
1,EZGuide Plus Antenna Cable,50449,Trimble,,66.5,,1,0
1,FarmMaster-10',FM10,LLI,"Standard Features Include: Pull Type with Moveable Tongue, End Plate - 32 inches tall X 48 inches deep, Walking Beam Rear Axle with 4 Tires, Tires - 9L X 15 High Flotation Tires, Highway Transport Tires, 1/2 inch Steel Construction, 2 - 3 inch X 10 inch Hydrauilc Cylinders, Base Plate for Laser Receiver Mast, Solenoid Valve Mounting Bracket.",0,,1,0
1,FarmMaster-12',FM12,LLI,"Standard Features Include: Pull Type with Moveable Tongue, End Plate - 32 inches tall X 48 inches deep, Walking Beam Rear Axle with 4 Tires, Tires - 9L X 15 High Flotation Tires, Highway Transport Tires, 1/2 inch Steel Construction, 2 - 3 inch X 10 inch Hydrauilc Cylinders, Base Plate for Laser Receiver Mast, Solenoid Valve Mounting Bracket.",0,,1,0
1,FarmMaster-14',FM14,LLI,"Standard Features Include: Pull Type with Moveable Tongue, End Plate - 32 inches tall X 48 inches deep, Walking Beam Rear Axle with 4 Tires, Tires - 9L X 15 High Flotation Tires, Highway Transport Tires, 1/2 inch Steel Construction, 2 - 3 inch X 10 inch Hydrauilc Cylinders, Base Plate for Laser Receiver Mast, Solenoid Valve Mounting Bracket.",0,,1,0
1,FarmMaster-16',FM16,LLI,"Standard Features Include: Pull Type with Moveable Tongue, Walking Beam Rear Axle with 4 Tires, Tires - 11L x 15 Hi Flotation Tires, Highway Towing Package, End Plate - 32 inches tall x 48 inches deep, Capacity - 6 1/2 cubic yards, (2) 3 x 10 inch Hydraulic Cylinders, 1/2 inch Steel Construction, Solenoid Valve Mounting Bracket, Standard Replaceable Cutting Edge, Base Plate for Laser Receiver, Laser Receiver Mast",0,,1,0
1,Farmworks Nomad 800L,EGL-FYN2HED-00,Trimble,,1540,,1,0
1,Fiat Hydraulic Kit,0365-9380,Trimble,,2596.75,,1,0
1,"Fiberglass Ribs for 36"" Safety Sign",TCR36,SPI,,7.3,,1,0
1,Field Book,E10x10,Elan,,5.26,,1,0
1,Field Book,E64-4x4,Elan,,3.94,,1,0
1,Field Level II Unlock Code,AG-62270,Trimble,,525,,1,0
1,"Field Level II, FMD to VM Cable",AG-62767,Trimble,,192.5,,1,0
1,Field Manager Display Harness,59872S,Trimble,,210,,1,0
