account,name,part_number,manufacturer,description,list_price,list_price_unit,is_taxable,is_package
1,TSC2 GPS Accessory Kit,56044-00,Trimble,TSC2 Pole Bracket & Lemo to 9-pin Data Cable,320,,TRUE,FALSE
1,GCS Exc. Submersible Intall Kit,74706-18,Trimble,"Includes: 2-AS455/AS450/AS460, Submersible Housing, & 26m Cable",8500,,TRUE,FALSE
1,"TSC2 w/SC, Internal 2.4GHz Radio",TSC217,Trimble,"Includes: TSC2 Data Collector w/Survey Controller Software and Internal 2.4GHz Radio, Battery, Charger, USB Cable, & Soft Case",7695,,TRUE,FALSE
1,GCS900 TR-Dual Dozer Install,74703-10,Trimble,,2500,,TRUE,FALSE
1,Data Preparation,SUPP-3DDP,Trimble,,3900,,TRUE,FALSE
1,Installation Brackets,SUPP-BRACKET,Trimble,,175,,TRUE,FALSE
1,TSC3 w/SCS900,TSC3362,Trimble,,5495,,TRUE,FALSE
1,Trimble LM80 Desktop v2.50,LM80D-250,Trimble,,795,,TRUE,FALSE
1,Bipod & Range Pole GPS Kit,55201-00,Trimble,,525,,TRUE,FALSE
1,Apache Bullseye 5 (Yellow),ATI991370-09,Trimble,,1895,,TRUE,FALSE
1,MC Installation and Training,MC Install,Trimble,,1500,,TRUE,FALSE
1,SPS852 Receiver w/900Mhz Radio,91852-91,Trimble,,5000,,TRUE,FALSE
1,Seco 8.5' Prism Pole,5512-11,Trimble,,169.95,,TRUE,FALSE
1,GCS Dual MS992 GPS-Only Kit,59701-32,Trimble,,11600,,TRUE,FALSE
1,Installation,SUPP-INSTALL,Trimble,,655,,TRUE,FALSE
1,TSC2 with SCS900 no radio,TSC236,Trimble,"Includes: TSC2 Data Collector w/SCS900 Software, Battery, Charger, USB Cable, & Soft Case",4995,,TRUE,FALSE
1,LR50 Trimble Laser Receiver,LR50-1,Trimble,,1895,,TRUE,FALSE
1,GCS900 Single MS992 Kit,59701-22-OCI,Trimble,Includes: Glonass & Full RTK Option,15160,,TRUE,FALSE
1,Volvo Grader Hydraulic Kit,0495-1030,Trimble,"For Volvo Machine #s: G930, G940, G946, G960, G970, G976, & G990",3995,,TRUE,FALSE
1,Trade In,SUPP-TRADEIN,Trimble,,0,,TRUE,FALSE
1,Zephyr Model 2-L1/L2/L5/G1/G2 Geod.,57971-10,Trimble,,2995,,TRUE,FALSE
1,LR50 Trimble Laser Receiver,LR50-1,Trimble,,1895,,TRUE,FALSE
1,GCS900 MT900 ATS Target Kit,59701-60,Trimble,,5000,,TRUE,FALSE
1,TBC Annual Software Maintenance,EWHH-TBC-SW,Trimble,,695,,TRUE,FALSE
1,Apache Solenoid Valve Cable,ATI-026040-15,Trimble,,106.25,,TRUE,FALSE
1,LL400 Package in Tenths,LL400-1,Trimble,"Package includes: LL400 Laser Level, HR550 Laser Receiver, Aluminum Tripod, and Grade Rod",1665,,TRUE,FALSE
1,GCS900 MT900 ATS Target Kit,59701-60,Trimble,,4100,,TRUE,FALSE
1,Ideal Markers-Black,813501,Trimble,,34,,TRUE,FALSE
1,Apache Solenoid Valve Cable,ATI-026040-15,Trimble,,106.25,,TRUE,FALSE
1,SNR Machine Radio Kit,52368-10,Trimble,,4425,,TRUE,FALSE
1,5603 Bundle with Survey Controller,SLSU-100US,Trimble,,32000,,TRUE,FALSE
1,"SPS880 Extreme, 900MHz",61489-90,Trimble,,21900,,TRUE,FALSE
1,Radio Antenna 900MHz Kit - SPS,56500-90,Trimble,,395,,TRUE,FALSE
1,Installation,SUPP-INSTALL,Trimble,,3000,,TRUE,FALSE
1,Upgrade Wireless Option SNB900,UPG51658-01,Trimble,,300,,TRUE,FALSE
1,"24"" Heavy Duty Stake Bag",8092-20-ORG,Trimble,,56.95,,TRUE,FALSE
1,Lime Glo Roll Flagging,TFLG,Trimble,,1.22,,TRUE,FALSE
1,Data Preparation,SUPP-3DDP,Trimble,,600,,TRUE,FALSE
1,Aluminum Snap Lock Rover Rod,5125-20-FLY-GT,Trimble,,117.95,,TRUE,FALSE
1,Tri-Max Standard Quick Clamp Tripod,90550,Trimble,,395,,TRUE,FALSE
1,Precise GPS Tripod,5119-00-FLY,Trimble,,797.95,,TRUE,FALSE
1,Marking Whiskers - Blue,W6B,Trimble,,102.7,,TRUE,FALSE
1,"Tripod Bracket, LM80",REC-SBRACKET,Trimble,,57,,TRUE,FALSE
1,MC Installation and Training,MC Install,Trimble,,5500,,TRUE,FALSE
1,Radio Antenna 900MHz Kit - SPS,56500-90,Trimble,,395,,TRUE,FALSE
1,GCS Generic MG Base Kit v.2.1,74105-661,Trimble,,5099,,TRUE,FALSE
1,GCS900 V10 Auto Option,59702-20,Trimble,,3200,,TRUE,FALSE
1,TBC Data Prep Module,0321-1092,Trimble,For Paydirt User,1000,,TRUE,FALSE
1,Zephyr Geodetic Model 2,55971-10,Trimble,,2995,,TRUE,FALSE
1,Apache Control Box Mounting Bracket,ATI-950054,Trimble,,50,,TRUE,FALSE
1,Aluminum Snap Lock Rover Rod,5125-20-FLY-GT,Trimble,,117.95,,TRUE,FALSE
1,Power Module,PM400,Trimble,,795,,TRUE,FALSE
1,GCS Generic Dozer Base Kit V.2,74000-04,Trimble,,3800,,TRUE,FALSE
1,"SPS880 Extreme, 900MHz",61489-90,Trimble,,21900,,TRUE,FALSE
1,"SPS850 Extreme Base, 900 MHz",90850-90-10,Trimble,,20380,,TRUE,FALSE
1,Trimble Business Center Survey Adv.,63610-11,Trimble,,1495,,TRUE,FALSE
1,Installation and Training,SUPP-MCINSTALL,Trimble,,5500,,TRUE,FALSE
1,"SPS Series, Robotic Power Kit",SPS1000,Trimble,"3 Batteries, Multi-Battery Holder, Charger w/Power Supply, & Case",1784,,TRUE,FALSE
1,LM80-APOWERBOOT,REC-APOWERBOOT,Trimble,,108,,TRUE,FALSE
1,PILOT Propotional Hydraulic Valve,SLPV,Trimble,,2195,,TRUE,FALSE
1,Power Module,PM400,Trimble,,795,,TRUE,FALSE
1,GL720 Dual Grade Pkg  w/HR550,GL720,Trimble,,5295,,TRUE,FALSE
1,GCS Generic Dozer Base Kit v.2.1,74000-141,Trimble,,3888,,TRUE,FALSE
1,BB1 Base Bracket,SUPP-BB1,Trimble,,50,,TRUE,FALSE
1,"SPS850 Extreme Base, 900 MHz",90850-90-10,Trimble,,20380,,TRUE,FALSE
1,Upgrade - SPS881 to Glonass,UPG60989-20,Trimble,,1500,,TRUE,FALSE
1,RMT606 Remote Target Only,571204610,Trimble,,600,,TRUE,FALSE
1,GL522 Grade Laser w/HL750,GL522,Trimble,,2795,,TRUE,FALSE
1,12' Philly Rod,07-635,Trimble,,170,,TRUE,FALSE
1,TSC2 GPS Accessory Kit,56044-00,Trimble,,320,,TRUE,FALSE
1,FarmMaster-10',FM10,Trimble,"Standard Features Include: Pull Type with Moveable Tongue, End Plate - 32 inches tall X 48 inches deep, Walking Beam Rear Axle with 4 Tires, Tires - 9L X 15 High Flotation Tires, Highway Transport Tires, 1/2 inch Steel Construction, 2 - 3 inch X 10 inch Hydrauilc Cylinders, Base Plate for Laser Receiver Mast, Solenoid Valve Mounting Bracket.",7995,,TRUE,FALSE
1,"TSC2 w/SC, Internal 2.4 Radio",TSC212110,Trimble,,7695,,TRUE,FALSE
1,Supplies,SUPP-Supplies,Trimble,,38,,TRUE,FALSE
1,Installation and Training,SUPP-MCINSTALL,Trimble,,1000,,TRUE,FALSE
1,Installation,SUPP-INSTALL,Trimble,,2500,,TRUE,FALSE
1,"SPS Series, Robotic Power Kit",SPS1000,Trimble,"3 Batteries, Multi-Battery Holder, Charger w/Power Supply, & Case",1784,,TRUE,FALSE
1,Cable Kit Pilot Control VM420 Kit,0792-7860,Trimble,,295,,TRUE,FALSE
1,Quick Release Tripod Aluminum,60-ALQRI20,Trimble,,135,,TRUE,FALSE
1,Glonass SPS55x/651/851,51951-20,Trimble,,1500,,TRUE,FALSE
1,SPS855 Base Station w/Option Codes,81855-91-OCI,Trimble,Includes SPS Precision Base & Glonass Option Codes,8300,,TRUE,FALSE
1,Training (half day),SUPP-TRAIN4,Trimble,half day,800,,TRUE,FALSE
1,Original CourtMaster-6',CMORG6,Trimble,"Standard Features Include: Pull Type with Detachable Tongue, End Plate - 19 inches tall x 24 inches deep, Walking Beam Rear Axle with 4 Tires, Tires - 18.5 x 8.0, 1/2 inch Steel Construction, 2 1/2 x 4 inch Hydraulic Cylinder, Mast Mount for Laser Receiver, Solenoid Valve Mounting Plate",3495,,TRUE,FALSE
1,Installation and Training,SUPP-MCINSTALL,Trimble,,3000,,TRUE,FALSE
1,CST Rotating Tribrach Adapter,61-2521,Trimble,,79,,TRUE,FALSE
1,50589-CR,SUPP-50589CR,Trimble,,-2500,,TRUE,FALSE
1,Red Spray Paint,20-654,Trimble,,33,,TRUE,FALSE
1,SiteVision System Trade-In Promotion,SUPP-SVTRADEIN,Trimble,Trade-In of complete SiteVision System.  Includes de-installation of SV system components.  GCS900 can be installed on existing machine or different machine of customer's choosing.  Trade-in only valid while supplies last.  ,-17000,,TRUE,FALSE
1,GL720 Dual Grade Pkg  w/HL700,GL720,Trimble,,5295,,TRUE,FALSE
1,Precise GPS 2m Tripod,5119-00-FLY,Trimble,,821.95,,TRUE,FALSE
1,Antenna Base w/ Whip 900Mhz,32922-00,Trimble,,145,,TRUE,FALSE
1,Apache Solenoid Valve Cable,ATI-026040-15,Trimble,,106.25,,TRUE,FALSE
1,JD750/850J Hydraulic Pilot Kit,0793-8500,Trimble,,4795,,TRUE,FALSE
1,GCS Generic Dozer Base Kit V.2,74000-04,Trimble,,3800,,TRUE,FALSE
1,TSC2 with SCS900 no radio,TSC231110,Trimble,,4995,,TRUE,FALSE
1,JD D Series MG Install Kit,59705-60,Trimble,Version 10,12800,,TRUE,FALSE
1,"Cable, Boom, For AS300",52142-12,Trimble,12m,310,,TRUE,FALSE
1,GCS D8T-D10T Dozer Base Kit,74100-53,Trimble,,3607.5,,TRUE,FALSE
1,Installation,SUPP-INSTALL,Trimble,,5200,,TRUE,FALSE
1,SNR 900/2.4 Rubber Whip Antenna,66540-10,Trimble,,60,,TRUE,FALSE
1,ACG D6N ARO Base Kit v.1.51,74100-241,Trimble,GSM,1504,,TRUE,FALSE
1,Apache CB52 Dual Control Panel,ATI-995200-09,Trimble,,2995,,TRUE,FALSE
1,"Battery Li-Ion, 2.4Ah, 7.4V",54344,Trimble,"Camcorder Battery for SPS, R8, 5700, & 5800 Rovers & Bases",120,,TRUE,FALSE
1,CAT D5N Hydraulic Kit Pilot,0792-8230,Trimble,,3995,,TRUE,FALSE
1,Dual Accugrade MS992 Receiver Kit,69601-32-OCI,Trimble,,25560,,TRUE,FALSE
1,Precise GPS 2m Tripod,5119-00-FLY,Trimble,,695,,TRUE,FALSE
1,Wood/Fiberglass Tripod-QC,22217,Trimble,,174,,TRUE,FALSE
1,Extended Warranty TSC2,EWTSC2-SC,Trimble,,580,,TRUE,FALSE
1,SVR 25' Oval Grade Rod,98010-PL,Trimble,,214.95,,TRUE,FALSE
1,SPS Backsight Target Kit,SPS4200,Trimble,,1520,,TRUE,FALSE
1,Installation,SUPP-INSTALL,Trimble,,655,,TRUE,FALSE
1,TSC3 w/SCS900,TSC3362,Trimble,,5495,,TRUE,FALSE
1,MC Installation and Training,MC Install,Trimble,,3000,,TRUE,FALSE
1,CAT H Hydraulic Kit,0365-9851,Trimble,,3995,,TRUE,FALSE
1,Apache Control Box Mounting Bracket,ATI-950054,Trimble,,50,,TRUE,FALSE
1,Upgrade-SPS882 to Precision Rover,IS50989-12,Trimble,,4600,,TRUE,FALSE
1,GCS900 TR-Dual Dozer Install,74703-10,Trimble,,3760,,TRUE,FALSE
1,Tracer Add On Kit,0395-0880,Trimble,,850,,TRUE,FALSE
1,SPS852 Receiver w/900Mhz Radio,91852-91,Trimble,,5000,,TRUE,FALSE
1,Accugrade CB460 w/Software,90460-50,Trimble,,6910,,TRUE,FALSE
1,Installation and Training,SUPP-MCINSTALL,Trimble,,3000,,TRUE,FALSE
1,Bipod & Range Pole GPS Kit,55201-00,Trimble,,525,,TRUE,FALSE
1,Accugrade CB460 w/Software,90460-50,Trimble,,6750,,TRUE,FALSE
1,VM420 Valve Cable W/O Load Sense,0395-9610-150,Trimble,,295,,TRUE,FALSE
1,Accugrade Dual Mast Install Kit,84703-10,Trimble,,3760,,TRUE,FALSE
1,12m Exc. Angle Sensor Boom Cable,52142-12,Trimble,12m,250,,TRUE,FALSE
1,Zephyr Model 2-L1/L2/L5/G1/G2 Geod.,57971-10,Trimble,,2995,,TRUE,FALSE
1,AG3000 Modem to FMX Cable,77273,Trimble,,95,,TRUE,FALSE
1,Qk. Lever Bipod w/Th. Release Legs,5217-50-FLY,Trimble,,198.95,,TRUE,FALSE
1,Dual Danfoss Valve Cable,2114-2137,Trimble,,100,,TRUE,FALSE
1,PCS ST400 Case (4),65600,Trimble,,210,,TRUE,FALSE
1,Dual Danfoss Valve Cable,2114-2137,Trimble,,200,,TRUE,FALSE
1,Apache Bullseye 5 (Yellow),ATI991370-09,Trimble,,1895,,TRUE,FALSE
1,Phone Support,SUPP-PHNSPRT,Trimble,1 Year,1000,,TRUE,FALSE
1,Cable Kit Pilot Control VM420 Kit,0792-7860,Trimble,,295,,TRUE,FALSE
1,"3.0m, Car Battery to Hirose Cable",73836019,Trimble,,89,,TRUE,FALSE
1,AS400 Add On Kit,59704-20,Trimble,,1700,,TRUE,FALSE
1,SNB900 Base Station Radio Kit,51658-10,Trimble,,4000,,TRUE,FALSE
1,TSC2 with SCS900 no radio,TSC236,Trimble,"Includes: TSC2 Data Collector w/SCS900 Software, Battery, Charger, USB Cable, & Soft Case",4995,,TRUE,FALSE
1,GCS900 MG EM400 Add on Kit,59704-80,Trimble,,6900,,TRUE,FALSE
1,1.5m Lemo to DB9 Cable,59046,Trimble,,145,,TRUE,FALSE
1,"SPS880 Extreme, 900MHz",61489-90,Trimble,,21900,,TRUE,FALSE
1,Apache Bullseye 5 (Yellow),ATI991370-09,Trimble,,1895,,TRUE,FALSE
1,"SPS Series, Robotic Power Kit",SPS1000,Trimble,"3 Batteries, Multi-Battery Holder, Charger w/Power Supply, & Case",1784,,TRUE,FALSE
1,Cable Kit Pilot Control VM420 Kit,0792-7860,Trimble,,295,,TRUE,FALSE
1,Apache Solenoid Valve Cable,ATI-026040-15,Trimble,,106.25,,TRUE,FALSE
1,Supplies,SUPP-Supplies,Trimble,,2.75,,TRUE,FALSE
1,GCS900 v.10 Single H Install EM,59705-32,Trimble,,17200,,TRUE,FALSE
1,"R8 GNSS Rover, No Internal Radio",R8201-50,Trimble,"Includes: R8 GNSS Receiver, (2) Batteries, Dual Battery Charger w/Power Supply, 9 pin to 9 pin Data Cable & Carrying Case",22310,,TRUE,FALSE
1,Training,SUPP-TRAIN3,Trimble,training,2000,,TRUE,FALSE
1,GPS Receiver SW Maintenance,EWHH-GPS-FW,Trimble,"Products: DSM232, SPS351, SPS361, SPS461, SPS550, SPS551, SPS552, SPS751, SPS852, SPS651, SPS850, SPS851, SPS880, SPS881, SPS882",400,,TRUE,FALSE
1,Zephyr Geodetic Model 2,55971-10,Trimble,,2995,,TRUE,FALSE
1,CU Software Upgrade SC,50620-71,Trimble,,1000,,TRUE,FALSE
1,"SNM940 CS Gateway, Verizon",80632-10-HH,Trimble,,980,,TRUE,FALSE
1,TGO Basic purchased w/TS or Rover,39843-TS,Trimble,,300,,TRUE,FALSE
1,Zephyr Geodetic Model 2,55971-10,Trimble,,2995,,TRUE,FALSE
1,CB460 w/GCS Software,90460-00,Trimble,,6750,,TRUE,FALSE
1,Accugrade CB450 Control Box,90450-50,Trimble,,2000,,TRUE,FALSE
1,JD750/850C Hydraulic Kit,0793-3020,Trimble,,3995,,TRUE,FALSE
1,Apache Control Box Mounting Bracket,ATI-950054,Trimble,,50,,TRUE,FALSE
1,Zephyr Model 2-L1/L2/L5/G1/G2 Geod.,57971-10,Trimble,,2995,,TRUE,FALSE
1,Apache Bullseye 5 (Yellow),ATI991370-09,Trimble,,1895,,TRUE,FALSE
1,Apache Remote Override Switch,ATI-026016-10,Trimble,,295,,TRUE,FALSE
1,Bipod & Range Pole GPS Kit,55201-00,Trimble,,525,,TRUE,FALSE
1,"SPS882, 900MHz Rover",81489-91,Trimble,,9500,,TRUE,FALSE
1,Precise GPS 2m Tripod,5119-00-FLY,Trimble,,695,,TRUE,FALSE
1,GCS900 V10 Dozer Install Kit,59703-10,Trimble,,9100,,TRUE,FALSE
1,PILOT Propotional Hydraulic Valve,SLPV,Trimble,,2195,,TRUE,FALSE
1,TSC2 GPS Accessory Kit w/ Ram Mount,56044-10,Trimble,TSC2 Pole Bracket w/Ram Mount & Lemo to 9-pin Data Cable,320,,TRUE,FALSE
1,GCS900 V10 Single Dozer Install Kit,59703-11,Trimble,,8100,,TRUE,FALSE
1,Dual Accugrade MS992 Receiver Kit,69601-32-OCI,Trimble,,25560,,TRUE,FALSE
1,AS400 Add On Kit,59704-20,Trimble,,1700,,TRUE,FALSE
1,Slope Meter,281,Trimble,,295,,TRUE,FALSE
1,TSC2 with SCS900 no radio,TSC236,Trimble,"Includes: TSC2 Data Collector w/SCS900 Software, Battery, Charger, USB Cable, & Soft Case",4995,,TRUE,FALSE
1,Installation,SUPP-INSTALL,Trimble,,1500,,TRUE,FALSE
1,SPS Backsight Target Kit,SPS4200,Trimble,,1520,,TRUE,FALSE
1,SNM940 Utilization Plan for VL,89520-00,Trimble,,7.5,,TRUE,FALSE
1,Apache Coiled Sensor to Panel Cable,ATI-024104,Trimble,,295,,TRUE,FALSE
1,Apache CB26 Automatic Control Panel,ATI-992600-09,Trimble,,1495,,TRUE,FALSE
1,"SPS880 Extreme, 900MHz",61489-90,Trimble,,21900,,TRUE,FALSE
1,FRU SNR910 900 Mhz Machine Radio,63128-10,Trimble,Does not include 64333-00 SNR Aqua Mount Hardware,3500,,TRUE,FALSE
1,GCS900 V11 Auto Option,59702-20,Trimble,,3200,,TRUE,FALSE
1,HR350 Reciever w/ Clamp,HR350,Trimble,,225,,TRUE,FALSE
1,Apache Solenoid Valve Cable,ATI-026040-15,Trimble,,106.25,,TRUE,FALSE
1,TSC2 GPS Accessory Kit,56044-00,Trimble,TSC2 Pole Bracket & Lemo to 9-pin Data Cable,320,,TRUE,FALSE
1,GCS900 V10 Auto Option,59702-20,Trimble,,3200,,TRUE,FALSE
1,GCS900 TR-Dual Dozer Install,74703-10,Trimble,,2500,,TRUE,FALSE
1,GCS900 2D Automatics Option Key,91040-70,Trimble,,2160,,TRUE,FALSE
1,GCS TR Dual EM Dozer Install Kit,74703-20,Trimble,,5800,,TRUE,FALSE
1,SPS930 1 /1 Robotic UTS w/MC Option,SPS930152200,Trimble,,27495,,TRUE,FALSE
1,GCS900 V10 Auto Option,59702-20,Trimble,,3200,,TRUE,FALSE
1,GL722 Dual Grade w/Rem/CR600,GL722,Trimble,,6995,,TRUE,FALSE
1,SPS855 Base Station w/Option Codes,81855-91-OCI,Trimble,Includes SPS Precision Base & Glonass Option Codes,8300,,TRUE,FALSE
1,Heavy Duty Tall Tripod,60-ALW30,Trimble,,540,,TRUE,FALSE
1,Data Preparation,SUPP-3DDP,Trimble,,1250,,TRUE,FALSE
1,GCS Generic Hex Base Kit v.2.1,74010-041,Trimble,GSM,3286,,TRUE,FALSE
1,AgGPS 162 GPS Receiver System,69100-90,Trimble,,1145,,TRUE,FALSE
1,TSC2 w/SCS900 Internal Radio,TSC237,Trimble,"Includes: TSC2 Data Collector w/SCS900 Software and Internal 2.4GHz Radio, Battery, Charger, USB Cable, & Soft Case",6795,,TRUE,FALSE
1,Single Cat 7XX/8XX Direct Connect,AG-0797-0330,Trimble,,2290,,TRUE,FALSE
1,Cat Accugrade PM400 Power Module,75331,Trimble,,795,,TRUE,FALSE
1,VM420 Valve Cable W/O Load Sense,0395-9610-150,Trimble,,295,,TRUE,FALSE
1,GCS900 Cab Kit MS990,58922-20,Trimble,,41100,,TRUE,FALSE
1,"Kom D31,37,39EX/PX-21 Pilot Hyd Kit",0794-3380,Trimble,"Specific Machines: D31, D37, D39 EX/PX-21",4795,,TRUE,FALSE
1,Heavy Duty Tall Tripod,60-ALW30,Trimble,,540,,TRUE,FALSE
1,Super CourtMaster-5',SUPERCM5,Trimble,"Standard Features Include: Pull Type with Fixed Tongue, End Plate - 12 inches tall x 14 inches deep, Walking Beam Rear Axle with 4 Tires, Tires - 4.10 x 3.5, 1/4 inch Steel Construction, 1 1/2 x 4 inch Hydraulic Cylinder, Mast Mount for Laser Receiver, Solenoid Valve Mounting Plate",2295,,TRUE,FALSE
1,Power Module,PM400,Trimble,,795,,TRUE,FALSE
1,Apache Bullseye 5 (Yellow),ATI991370-09,Trimble,,1895,,TRUE,FALSE
1,PCS ST400 Case (4),65600,Trimble,,210,,TRUE,FALSE
1,GCS Grader Cross Slope Sensor Kit,74705-01,Trimble,,2100,,TRUE,FALSE
1,Heavy Duty Tall Tripod,60-ALW30,Trimble,,540,,TRUE,FALSE
1,Tripod Elevating Base - Inches,408700-03,Trimble,,595,,TRUE,FALSE
1,"Trimble R8 GNSS RTK, 450-470MHz",R8301-51-66,Trimble,,22670,,TRUE,FALSE
1,Tri-Max Standard Quick Clamp Tripod,90550,Trimble,,407.95,,TRUE,FALSE
1,SiteVision Office V.6.21,43420-11,Trimble,,1995,,TRUE,FALSE
1,TSC2 GPS Accessory Kit w/ Ram Mount,56044-10,Trimble,TSC2 Pole Bracket w/Ram Mount & Lemo to 9-pin Data Cable,320,,TRUE,FALSE
1,Bipod & Range Pole GPS Kit,55201-00,Trimble,,525,,TRUE,FALSE
1,Apache Battery/Power Cable 15',ATI-024012-15,Trimble,,106.25,,TRUE,FALSE
1,Trade In,SUPP-TRADEIN,Trimble,,0,,TRUE,FALSE
1,5600 Control Unit-No SW,P71560500,Trimble,,800,,TRUE,FALSE
1,"SPS882, 900MHz Rover",81489-91,Trimble,,9500,,TRUE,FALSE
1,TGO Basic purchased w/TS or Rover,39843-TS,Trimble,,300,,TRUE,FALSE
1,Installation,SUPP-INSTALL,Trimble,,500,,TRUE,FALSE
1,R8 GNSS Base Kit 450-470MHz,R8200-91-66,Trimble,"Includes: R8 Receiver (450-470MHz), 6 Ah Battery w/Charger, TGO Office Software, 6"" Whip Antenna 425-475MHz, 9-pin to 9-pin Cable, Dual Battery Charger w/Power Supply, 2 Batteries & Case",24430,,TRUE,FALSE
1,GL722 Dual Grade w/Rem/CR600,GL722,Trimble,,6995,,TRUE,FALSE
1,Installation,SUPP-INSTALL,Trimble,,2000,,TRUE,FALSE
1,Rental Equipment,SUPP-RENT,Trimble,,2160,,TRUE,FALSE
1,Apache Battery/Power Cable 15',ATI-024012-15,Trimble,,106.25,,TRUE,FALSE
1,Heavy Duty Tall Tripod,60-ALW30,Trimble,,540,,TRUE,FALSE
